image_name,blur_score,brightness,contrast,width,height,resolution,grade
img_1142.jpg,918.59,108.51,60.9,800,600,480000,B
img_1143.jpg,16.42,115.15,61.2,800,600,480000,D
img_1144.jpg,257.92,101.58,40.97,800,600,480000,C
img_1145.jpg,556.6,135.81,56.4,800,600,480000,B
img_1146.jpg,1048.52,173.78,51.24,800,1066,852800,A
img_1147.jpg,593.98,129.52,57.82,800,1066,852800,B
img_1148.jpg,471.93,97.81,55.73,800,600,480000,C
img_1149.jpg,1214.14,132.23,43.16,800,1062,849600,B
img_115.jpg,956.55,112.22,74.29,800,600,480000,B
img_1150.jpg,528.66,136.25,57.14,800,600,480000,B
img_1151.jpg,67.63,109.61,42.79,800,600,480000,D
img_1152.jpg,289.69,100.35,60.02,800,1732,1385600,C
img_1153.jpg,305.28,133.23,85.07,800,600,480000,C
img_1154.jpg,350.75,134.92,47.25,800,600,480000,C
img_1155.jpg,140.96,101.13,59.45,800,600,480000,D
img_1156.jpg,543.52,135.23,43.69,800,1066,852800,B
img_1157.jpg,198.92,109.86,44.89,800,600,480000,D
img_1158.jpg,25.35,119.47,66.41,800,1069,855200,D
img_1159.jpg,338.28,137.27,59.65,800,1066,852800,C
img_116.jpg,2636.61,140.48,67.21,800,600,480000,A
img_1160.jpg,823.59,118.08,51.31,800,599,479200,B
img_1161.jpg,396.8,108.83,47.05,800,600,480000,C
img_1162.jpg,147.15,128.45,61.17,800,600,480000,D
img_1163.jpg,366.4,119.7,59.23,800,800,640000,C
img_1164.jpg,3402.35,111.89,67.0,800,600,480000,A
img_1165.jpg,576.24,120.44,53.23,800,600,480000,B
img_1166.jpg,680.89,120.96,53.92,800,600,480000,B
img_1167.jpg,154.83,75.8,44.02,800,600,480000,D
img_1168.jpg,98.68,153.01,39.92,800,600,480000,D
img_1169.jpg,737.34,157.03,55.81,800,1066,852800,B
img_117.jpg,329.69,138.3,52.29,800,1066,852800,C
img_1170.jpg,103.67,146.94,47.1,800,600,480000,D
img_1171.jpg,1872.61,125.89,38.46,800,600,480000,C
img_1172.jpg,436.46,124.14,56.7,800,1062,849600,C
img_1173.jpg,2568.01,105.59,44.55,800,600,480000,B
img_1174.jpg,712.9,139.39,49.46,800,599,479200,B
img_1175.jpg,91.12,133.52,38.42,800,600,480000,D
img_1176.jpg,3693.32,123.9,65.37,800,1066,852800,A
img_1177.jpg,78.93,103.91,46.92,800,1066,852800,D
img_1178.jpg,237.34,156.54,48.72,800,1066,852800,C
img_1179.jpg,1283.15,118.58,60.21,800,600,480000,A
img_118.jpg,201.92,86.64,51.63,800,600,480000,C
img_1180.jpg,1701.38,121.1,48.83,800,600,480000,B
img_1181.jpg,1388.27,123.92,54.09,800,600,480000,A
img_1182.jpg,171.95,71.87,62.34,800,600,480000,D
img_1183.jpg,338.95,113.09,56.39,800,600,480000,C
img_1184.jpg,189.9,173.23,54.3,800,600,480000,D
img_1185.jpg,328.62,127.49,65.44,800,1066,852800,C
img_1186.jpg,817.37,102.25,70.89,800,600,480000,B
img_1187.jpg,463.73,123.54,46.61,800,1422,1137600,C
img_1188.jpg,502.0,137.73,47.96,800,600,480000,B
img_1189.jpg,2059.04,134.78,59.07,800,600,480000,A
img_119.jpg,50.56,134.01,55.66,800,600,480000,D
img_1190.jpg,1763.4,89.89,65.12,800,600,480000,A
img_1191.jpg,749.54,120.41,56.71,800,600,480000,B
img_1192.jpg,133.31,89.83,41.24,800,600,480000,D
img_1193.jpg,1195.92,115.27,33.47,800,600,480000,C
img_1194.jpg,1309.46,124.14,50.16,800,600,480000,A
img_1195.jpg,508.69,126.08,46.89,800,599,479200,B
img_1196.jpg,1573.92,99.27,73.57,800,600,480000,A
img_1197.jpg,5087.0,124.53,60.25,800,600,480000,A
img_1198.jpg,375.53,138.16,41.83,800,800,640000,C
img_1199.jpg,557.76,106.38,37.73,800,600,480000,C
img_12.jpg,9298.86,123.01,65.28,800,600,480000,A
img_120.jpg,237.53,108.5,35.55,800,600,480000,C
img_1200.jpg,14791.42,108.38,60.19,800,600,480000,A
img_1201.jpg,1535.4,108.78,50.35,800,600,480000,A
img_1202.jpg,1090.75,131.86,51.12,800,600,480000,A
img_1203.jpg,1025.27,112.43,64.95,800,600,480000,A
img_1204.jpg,110.43,116.45,58.29,800,600,480000,D
img_1205.jpg,4444.41,129.66,53.52,800,600,480000,A
img_1206.jpg,145.64,129.59,79.1,800,600,480000,D
img_1207.jpg,398.88,129.14,62.25,800,1066,852800,C
img_1208.jpg,1647.47,108.82,50.2,800,600,480000,A
img_1209.jpg,560.7,148.44,35.56,800,600,480000,C
img_121.jpg,1631.07,127.73,59.73,800,600,480000,A
img_1210.jpg,2210.85,137.68,52.41,800,600,480000,A
img_1211.jpg,1078.7,108.26,60.63,800,600,480000,A
img_1212.jpg,1785.13,115.7,49.02,800,1066,852800,B
img_1213.jpg,177.18,117.83,55.37,800,600,480000,D
img_1214.jpg,1274.05,120.58,50.73,800,600,480000,A
